,Id,Name,Location,Rating,Price,Zipcode,Pickup,Delivery,Reservation,Review Count,Categories,Status
26,8yvD0Vc9cugahfCOl7XLYw,Red Bowl,26 E Prospect St,4.0,$$,07463,True,True,False,121,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'thai', 'title': 'Thai'}]",False
27,0DyF6tokikZqd8bys-Af_Q,To Be Thai,126 Beverley Rd,3.5,$$,11218,True,True,False,190,"[{'alias': 'thai', 'title': 'Thai'}]",False
28,oF_Uq8SGBHRcz-U5i8wlBQ,Amitabha Vegan Restaurant,6824 Fresh Meadow Ln,4.5,$$,11365,True,True,False,52,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'noodles', 'title': 'Noodles'}]",False
29,QMjwVS8CAJ72T5PLiSx3GA,Sweet Chili,1045 Flushing Ave,4.0,$$,11237,True,True,False,113,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}]",False
30,EAkIy8TKrW4yPPDCZyP-Cw,Luckyim Thai truck,46th St & 6th Ave,4.0,$,10017,False,False,False,45,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'thai', 'title': 'Thai'}]",False
31,AekKkXTaCXlYp95KrxlesA,Little Tiffin,970 Manhattan Ave,5.0,,11222,False,True,False,17,"[{'alias': 'thai', 'title': 'Thai'}]",False
32,sjEgiJS3AHDDF_IyYD2prw,Thai Coconut,3266 Railroad Ave,3.5,$$,11793,True,True,False,161,"[{'alias': 'thai', 'title': 'Thai'}]",False
33,KIERtmoOTz7r103MWw08nA,Cafe Chili,172 Court St,3.5,$$,11201,True,True,False,177,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'cafes', 'title': 'Cafes'}]",False
34,0qFCm4PJPisfknHuTTIwtw,Authentic Thai Cuisine,2225 Jerusalem Ave,4.0,,11566,True,True,False,66,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",False
35,B9Mbi12NpBJkZcRtQNtMBA,Malaysia Grill,224 W 104th St,4.0,$$,10024,True,True,False,293,"[{'alias': 'malaysian', 'title': 'Malaysian'}]",False
36,CTUqeP0Z7kgi5Tvsx-mU7A,Satay,4601 Kissena Blvd,3.5,$$,11355,True,True,False,159,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'malaysian', 'title': 'Malaysian'}]",False
37,r2JVKalbucGf2nryywuL2w,Kopitiam,151 E Broadway,4.0,$$,10002,True,True,False,682,"[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'singaporean', 'title': 'Singaporean'}]",False
38,Af6KfYulC0eTyHcTyuIg5g,Fa La La,436 Main St,4.5,,07052,False,False,False,14,"[{'alias': 'thai', 'title': 'Thai'}]",False
39,mm8gYHxaLLRyv3CslY40TA,Suzuki Shokudo,38-01 31st St,4.5,$$,11101,True,True,False,140,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",False
40,RwEs6AvU5Cxp_ENodsgxHw,Nana,406 Central Ave,3.5,$$,07307,True,True,False,115,"[{'alias': 'thai', 'title': 'Thai'}]",False
41,B9_TgZa8rgW5oZOtXZUMCw,Laut Singapura,31 E 20th St,4.0,,10003,True,True,False,182,"[{'alias': 'singaporean', 'title': 'Singaporean'}]",False
42,u3JBjUgrCdxy6WF0tnX3SA,Aji Sushi House,3606 Ditmars Blvd,4.5,$$,11105,True,True,False,453,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",False
43,3Qpi419I29t3sCHMzC_h-g,Harvest Chinese & Thai Cuisine,1502 1st Ave,3.5,$$,10075,True,True,False,94,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'chinese', 'title': 'Chinese'}]",False
44,zdB4nA0Xpyxhi5oIt6wVng,JoJu,555 5th Ave,4.5,$$,10017,True,True,False,136,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",False
45,UBnrFZuqa1nMrV7ncWHBwA,Corthaiyou,1310 Cortelyou Rd,3.5,$$,11226,True,True,False,182,"[{'alias': 'thai', 'title': 'Thai'}]",False
46,coY9hclRerLMPXnurb7mQg,Rolls Rice,40-46 Main St,4.5,,11354,True,True,False,130,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]",False
47,_Ki5XZTB8mL9RDYGj7KP0w,22 Thai Cuisine,59 Nassau St,2.5,$,10038,True,True,False,187,"[{'alias': 'thai', 'title': 'Thai'}]",False
48,1xJV03v3g3oP3G5oDlWuoQ,Di An Di,68 Greenpoint Ave,4.0,$$$$,11222,True,True,False,191,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",False
49,G_C-murI79nWDtR10h14XA,Frenasia,16335 Crossbay Blvd,3.5,$$,11414,True,True,False,241,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",False
